Order ID,Date,Price,Quantity,Product_burgers,Product_chicken sandwiches,Product_fries,Product_sides & other,Purchase Type_In-store ,Purchase Type_Online ,Payment Method_ Credit Card,Payment Method_ Gift Card,Manager_       Remy Monet,Manager_Joao    Silva,Manager_Joao Silva,Manager_Pablo    Perez,Manager_Pablo   Perez,Manager_Pablo  Perez,Manager_Pablo Perez,Manager_Remy     Monet,Manager_Remy    Monet,Manager_Remy Monet,Manager_Tom      Jackson,Manager_Tom Jackson,Manager_Walter Muller,City_Lisbon,City_London,City_Madrid,City_Paris
10657,18-12-2022,3.49,687.68,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10658,18-12-2022,2.95,745.76,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10659,18-12-2022,4.99,200.4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10660,19-12-2022,12.99,631.25,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10661,19-12-2022,9.95,221.11,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10662,19-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10663,19-12-2022,2.95,745.76,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10664,19-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10665,20-12-2022,12.99,646.65,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10666,20-12-2022,9.95,221.11,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10667,20-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10668,20-12-2022,2.95,745.76,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10669,20-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10670,21-12-2022,12.99,677.44,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10671,21-12-2022,9.95,221.11,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10672,21-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10673,21-12-2022,2.95,745.76,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10674,21-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10675,22-12-2022,12.99,677.44,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10676,22-12-2022,9.95,241.21,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10677,22-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10678,22-12-2022,2.95,745.76,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10679,22-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10680,23-12-2022,12.99,646.65,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10681,23-12-2022,9.95,241.21,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10682,23-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10683,23-12-2022,2.95,677.97,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10684,23-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10685,24-12-2022,12.99,677.44,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10686,24-12-2022,9.95,241.21,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10687,24-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10688,24-12-2022,2.95,677.97,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10689,24-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10690,25-12-2022,12.99,677.44,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10691,25-12-2022,9.95,261.31,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10692,25-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10693,25-12-2022,2.95,677.97,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10694,25-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10695,26-12-2022,12.99,692.84,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10696,26-12-2022,9.95,281.41,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10697,26-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10698,26-12-2022,2.95,677.97,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10699,26-12-2022,4.99,200.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10700,27-12-2022,12.99,692.84,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10701,27-12-2022,9.95,281.41,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10702,27-12-2022,3.49,630.37,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10703,27-12-2022,2.95,677.97,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10704,27-12-2022,4.99,200.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10705,28-12-2022,12.99,723.63,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10706,28-12-2022,9.95,301.51,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10707,28-12-2022,3.49,630.37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10708,28-12-2022,2.95,677.97,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10709,28-12-2022,4.99,200.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10710,29-12-2022,12.99,754.43,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10711,29-12-2022,9.95,281.41,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10712,29-12-2022,3.49,630.37,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10713,29-12-2022,2.95,677.97,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
